Country_ISO3,Year,Area_Harvest_Ha,Production_Ton,Production_Kg_Ha,Crop_Type,Country_Name,GDP_Per_Capita,Temperature,Precipitation,Crop_Dominance
UGA,2021,737884.0,414007.0,561.1,Coffee,Uganda,882.791717542504,23.13,1381.83,both
UGA,2022,912315.0,507000.0,555.7,Coffee,Uganda,963.067314117178,23.17,1405.42,both
UGA,2023,849736.0,468000.0,550.8,Coffee,Uganda,1002.30913917142,23.54,1298.23,both
UGA,2024,736547.0,402000.0,545.8,Coffee,,,23.12,1246.19,both
VNM,2000,476900.0,802500.0,1682.7,Coffee,Vietnam,404.029784055118,24.5,1722.38,both
VNM,2001,473500.0,840600.0,1775.3,Coffee,Vietnam,419.205677580901,24.71,1929.45,both
VNM,2002,492500.0,699500.0,1420.3,Coffee,Vietnam,445.132861817313,24.81,1890.97,both
VNM,2003,480500.0,793700.0,1651.8,Coffee,Vietnam,497.117089249256,24.85,1629.0,both
VNM,2004,479100.0,913800.0,1907.3,Coffee,Vietnam,565.452284586212,24.62,1623.19,both
VNM,2005,483600.0,831000.0,1718.4,Coffee,Vietnam,710.746759994861,24.8,1817.57,both
VNM,2006,483200.0,985300.0,2039.1,Coffee,Vietnam,807.756645117054,24.92,1753.31,both
VNM,2007,488900.0,1251000.0,2558.8,Coffee,Vietnam,925.640338348717,24.67,1799.9,both
VNM,2008,500200.0,1055811.0,2110.8,Coffee,Vietnam,1163.83195772873,24.23,1959.55,both
VNM,2009,507200.0,1057539.6,2085.1,Coffee,Vietnam,1226.16976051536,24.81,1632.36,both
VNM,2010,511900.0,1105700.0,2160.0,Coffee,Vietnam,1683.16182443979,25.05,1620.88,both
VNM,2011,543865.0,1276506.0,2347.1,Coffee,Vietnam,1950.92504174913,24.17,1861.77,both
VNM,2012,572600.0,1260463.0,2201.3,Coffee,Vietnam,2185.11767654291,24.92,1920.31,both
VNM,2013,581381.0,1326688.0,2282.0,Coffee,Vietnam,2359.51736472828,24.69,1900.53,both
VNM,2014,589041.0,1406469.0,2387.7,Coffee,Vietnam,2546.38464459903,24.87,1679.8,both
VNM,2015,593800.0,1452999.3,2446.9,Coffee,Vietnam,2577.56885340113,25.26,1744.73,both
VNM,2016,597597.0,1460800.01,2444.5,Coffee,Vietnam,2735.0604380416,25.16,1796.3,both
VNM,2017,605178.0,1542397.88,2548.7,Coffee,Vietnam,2956.10992127753,24.81,1885.46,both
VNM,2018,618879.0,1616307.25,2611.7,Coffee,Vietnam,3222.31003125366,24.8,1791.18,both
VNM,2019,624100.0,1686765.17,2702.7,Coffee,Vietnam,3440.90025375434,25.38,1639.96,both
VNM,2020,637563.0,1763476.04,2766.0,Coffee,Vietnam,3534.03953482647,25.2,1684.26,both
VNM,2021,653192.0,1845032.98,2824.6,Coffee,Vietnam,3704.1935590038,25.0,1800.75,both
VNM,2022,655921.0,1953990.16,2979.0,Coffee,Vietnam,4147.69777213621,24.72,1778.7,both
VNM,2023,666954.0,1956782.46,2933.9,Coffee,Vietnam,4323.35031982451,25.49,1773.04,both
VNM,2024,678569.0,2015289.0,2969.9,Coffee,,,25.54,1798.84,both
