Country_ISO3,Year,Area_Harvest_Ha,Production_Ton,Yield_Kg_Ha,Crop_Type,Country_Name,GDP_Per_Capita,Temperature,Precipitation,Crop_Dominance
TZA,2014,21338.0,146000.0,6842.3,Tea,Tanzania,1022.74841308594,22.83,924.77,tea only
TZA,2015,22509.0,155000.0,6886.1,Tea,Tanzania,939.127319335938,22.97,956.85,tea only
TZA,2016,18994.0,142000.0,7476.2,Tea,Tanzania,953.0107421875,23.12,1077.41,tea only
TZA,2017,15110.0,117000.0,7743.3,Tea,Tanzania,986.674011230469,23.17,941.23,tea only
TZA,2018,19380.0,148000.0,7636.9,Tea,Tanzania,1023.10626220703,22.76,1035.86,tea only
TZA,2019,21234.0,162000.0,7629.4,Tea,Tanzania,1063.32250976563,23.09,1145.97,tea only
TZA,2020,16181.0,125000.0,7725.0,Tea,Tanzania,1117.41528320313,22.99,1232.57,tea only
TZA,2021,18113.0,140000.0,7729.1,Tea,Tanzania,1159.85656738281,22.96,960.6,tea only
TZA,2022,19230.0,145000.0,7540.5,Tea,Tanzania,1207.52062988281,22.86,996.74,tea only
TZA,2023,15963.0,120000.0,7517.3,Tea,Tanzania,1224.00219726563,23.21,1112.32,tea only
TZA,2024,17185.0,128783.01,7494.0,Tea,,,23.02,1180.08,tea only
UGA,2000,15701.0,127000.0,8088.7,Tea,Uganda,258.050338731086,23.22,1145.67,both
UGA,2001,15761.0,143000.0,9073.0,Tea,Uganda,236.021188853993,23.43,1248.31,both
UGA,2002,22000.0,172000.0,7818.2,Tea,Uganda,241.984688408335,23.73,1259.01,both
UGA,2003,20000.0,160000.0,8000.0,Tea,Uganda,250.71543664681,23.61,1216.99,both
UGA,2004,19180.0,155000.0,8081.2,Tea,Uganda,292.38185796262,23.67,1166.02,both
UGA,2005,20100.0,164000.0,8159.2,Tea,Uganda,330.405402707025,23.64,1072.85,both
UGA,2006,19100.0,149000.0,7801.0,Tea,Uganda,346.518255310647,23.54,1302.27,both
UGA,2007,22000.0,195000.0,8863.6,Tea,Uganda,401.389130865581,23.58,1432.17,both
UGA,2008,21000.0,186000.0,8857.1,Tea,Uganda,472.842681495852,23.52,1244.06,both
UGA,2009,25000.0,212000.0,8480.0,Tea,Uganda,798.947089938247,24.04,1191.46,both
UGA,2010,25000.0,214000.0,8559.9,Tea,Uganda,823.488144282,23.81,1380.93,both
UGA,2011,17738.0,153000.0,8625.4,Tea,Uganda,835.620060555838,23.39,1350.91,both
UGA,2012,28953.0,252000.0,8703.8,Tea,Uganda,795.222867553127,22.97,1382.4,both
UGA,2013,30197.0,265000.0,8775.7,Tea,Uganda,818.285427416713,23.09,1437.47,both
UGA,2014,32097.0,284000.0,8848.2,Tea,Uganda,896.054795546394,23.02,1187.98,both
UGA,2015,28583.0,255000.0,8921.3,Tea,Uganda,862.934610355811,23.06,1330.94,both
UGA,2016,26000.0,234000.0,9000.0,Tea,Uganda,752.696571725656,23.29,1296.42,both
UGA,2017,24368.0,218000.0,8946.1,Tea,Uganda,765.218332297361,23.19,1401.03,both
UGA,2018,36520.0,323000.0,8844.5,Tea,Uganda,792.16570022814,22.96,1292.06,both
UGA,2019,29233.0,262000.0,8962.4,Tea,Uganda,822.171150036357,23.18,1599.44,both
UGA,2020,42785.0,390000.0,9115.4,Tea,Uganda,845.766463890124,23.2,1473.03,both
UGA,2021,47000.0,437000.0,9297.9,Tea,Uganda,882.791717542504,23.13,1381.83,both
UGA,2022,45000.0,406000.0,9022.2,Tea,Uganda,963.067314117178,23.17,1405.42,both
UGA,2023,44047.0,393435.96,8932.2,Tea,Uganda,1002.30913917142,23.54,1298.23,both
UGA,2024,44765.0,414945.47,9269.4,Tea,,,23.12,1246.19,both
VNM,2000,70300.0,300600.0,4276.0,Tea,Vietnam,404.029784055118,24.5,1722.38,both
VNM,2001,74400.0,325600.0,4376.3,Tea,Vietnam,419.205677580901,24.71,1929.45,both
VNM,2002,77200.0,405200.0,5248.7,Tea,Vietnam,445.132861817313,24.81,1890.97,both
VNM,2003,86100.0,448600.0,5210.2,Tea,Vietnam,497.117089249256,24.85,1629.0,both
VNM,2004,92400.0,513800.0,5560.6,Tea,Vietnam,565.452284586212,24.62,1623.19,both
VNM,2005,97700.0,570000.0,5834.2,Tea,Vietnam,710.746759994861,24.8,1817.57,both
VNM,2006,102100.0,648900.0,6355.5,Tea,Vietnam,807.756645117054,24.92,1753.31,both
VNM,2007,107400.0,705900.0,6572.6,Tea,Vietnam,925.640338348717,24.67,1799.9,both
VNM,2008,108800.0,746200.0,6858.5,Tea,Vietnam,1163.83195772873,24.23,1959.55,both
VNM,2009,111400.0,771000.0,6921.0,Tea,Vietnam,1226.16976051536,24.81,1632.36,both
VNM,2010,113200.0,834600.0,7372.8,Tea,Vietnam,1683.16182443979,25.05,1620.88,both
VNM,2011,114399.0,879079.0,7684.3,Tea,Vietnam,1950.92504174913,24.17,1861.77,both
VNM,2012,114433.0,909729.0,7949.9,Tea,Vietnam,2185.11767654291,24.92,1920.31,both
VNM,2013,114827.0,936424.0,8155.1,Tea,Vietnam,2359.51736472828,24.69,1900.53,both
VNM,2014,115436.0,982210.0,8508.7,Tea,Vietnam,2546.38464459903,24.87,1679.8,both
VNM,2015,117822.0,1012915.5,8597.0,Tea,Vietnam,2577.56885340113,25.26,1744.73,both
VNM,2016,118824.0,1033767.15,8700.0,Tea,Vietnam,2735.0604380416,25.16,1796.3,both
VNM,2017,123188.0,1121065.9,9100.4,Tea,Vietnam,2956.10992127753,24.81,1885.46,both
VNM,2018,116633.0,1081166.0,9269.8,Tea,Vietnam,3222.31003125366,24.8,1791.18,both
VNM,2019,107878.0,1017619.03,9433.0,Tea,Vietnam,3440.90025375434,25.38,1639.96,both
VNM,2020,109620.0,1064992.81,9715.3,Tea,Vietnam,3534.03953482647,25.2,1684.26,both
VNM,2021,111196.0,1091073.06,9812.2,Tea,Vietnam,3704.1935590038,25.0,1800.75,both
VNM,2022,112215.0,1116749.77,9951.8,Tea,Vietnam,4147.69777213621,24.72,1778.7,both
VNM,2023,112164.0,1125064.65,10030.6,Tea,Vietnam,4323.35031982451,25.49,1773.04,both
VNM,2024,113037.0,1154510.0,10213.6,Tea,,,25.54,1798.84,both
